author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex;author_type;price_per_m2
Славянский Двор Остоженка;https://www.cian.ru/sale/flat/284762237/;Москва;sale;flat;12;21;4;134.0;120600000;Пресненский;2-я Звенигородская;Улица 1905 года;Lucky;;
GRAND ESTATE - Премиальная недвижимость;https://www.cian.ru/sale/flat/283759976/;Москва;sale;flat;2;5;4;164.4;89000000;Пресненский;Тверской бульвар;Пушкинская;;;
VESPER;https://www.cian.ru/sale/flat/268963805/;Москва;sale;flat;-1;-1;-1;202.0;194445720;Пресненский;2-я Звенигородская;Улица 1905 года;Lucky;;
Whitewill;https://www.cian.ru/sale/flat/270413547/;Москва;sale;flat;3;7;4;227.0;741589199;Хамовники;Ефремова;Спортивная;Knightsbridge Private Park;;
Level Group;https://www.cian.ru/sale/flat/284890136/;Москва;sale;flat;2;69;4;78.0;19633373;Печатники;;Кожуховская;Левел Южнопортовая ЖК;;
МССЗ;https://www.cian.ru/sale/flat/258098295/;Москва;sale;flat;3;19;4;82.8;29319480;Нагатинский затон;;Коломенская;Ривер Парк ЖК;;
ПИК;https://www.cian.ru/sale/flat/284563795/;Москва;sale;flat;2;34;4;73.61;18888326;Очаково-Матвеевское;к1.2;Аминьевская;Матвеевский Парк ЖК;;
МССЗ;https://www.cian.ru/sale/flat/258098023/;Москва;sale;flat;4;19;4;98.0;33691518;Нагатинский затон;;Коломенская;Ривер Парк ЖК;;
ID 18789;https://www.cian.ru/sale/flat/273604841/;Москва;sale;flat;7;16;1;37.4;12300000;Даниловский;Автозаводская;ЗИЛ;Парк Легенд;;
ФСК Агент;https://www.cian.ru/sale/flat/285048224/;Москва;sale;flat;7;25;1;45.0;12300000;Орехово-Борисово Южное;Ясеневая;Зябликово;Ясеневая 14;;
Дмитрий Шеин;https://www.cian.ru/sale/flat/284901316/;Москва;sale;flat;17;33;1;36.6;12300000;Очаково-Матвеевское;Озерная;Озёрная;Мичуринский парк;;
Концерн КРОСТ;https://www.cian.ru/sale/flat/275952453/;Москва;sale;flat;15;28;1;38.3;12447500;Отрадное;Отрадная;Отрадное;Малевич;;
МГСН-Проспект Мира;https://www.cian.ru/sale/flat/282825015/;Москва;sale;flat;17;17;1;38.3;12490000;Войковский;Нарвская;Балтийская;;;
Э.К. Девелопмент;https://www.cian.ru/sale/flat/284502582/;Москва;sale;flat;22;26;1;41.0;12423000;Чертаново Южное;;Лесопарковая;Зеленая Вертикаль ЖК;;
ID 113770;https://www.cian.ru/sale/flat/284202004/;Москва;sale;flat;16;17;1;39.0;12400000;Черемушки;Наметкина;Новые Черёмушки;;;
ID 12474848;https://www.cian.ru/sale/flat/270551145/;Москва;sale;flat;2;5;1;45.4;12400000;Донской;Орджоникидзе;Ленинский проспект;;;
Денис Тимуров;https://www.cian.ru/sale/flat/284363952/;Москва;sale;flat;7;12;1;42.2;12400000;Покровское-Стрешнево;Волоколамское шоссе;Спартак;Holland park;;
ID 12676146;https://www.cian.ru/sale/flat/278388708/;Москва;sale;flat;5;15;1;35.0;12450000;Савёлки;Зеленоград;;;;
ПИК;https://www.cian.ru/sale/flat/274860500/;Москва;sale;flat;22;33;1;36.1;12624170;Головинский;Кронштадтский бульвар;Водный стадион;Кронштадтский 14;;
Хлебозавод 9;https://www.cian.ru/sale/flat/278750989/;Москва;sale;flat;3;9;1;37.0;12580000;Преображенское;Электрозаводская;Преображенская площадь;Апартаменты Берег Яузы;;
Этажи Москва;https://www.cian.ru/sale/flat/272689584/;Москва;sale;flat;12;17;1;41.3;12500000;Чертаново Северное;Варшавское шоссе;Чертановская;;;
ID 370145;https://www.cian.ru/sale/flat/283009978/;Москва;sale;flat;12;25;1;42.5;12600000;;;Филатов Луг;;;
ID 12938678;https://www.cian.ru/sale/flat/281601998/;Москва;sale;flat;5;5;1;50.5;12500000;Покровское-Стрешнево;проезд Стратонавтов;;;;
ID 617932;https://www.cian.ru/sale/flat/284493989/;Москва;sale;flat;14;29;1;33.1;12500000;Лефортово;Крузенштерна;Авиамоторная;Символ;;
ID 16475463;https://www.cian.ru/sale/flat/284298888/;Москва;sale;flat;15;21;1;35.5;12590000;Западное Дегунино;Дмитровское шоссе;Верхние Лихоборы;Тринити;;
ЕГСН Продажа;https://www.cian.ru/sale/flat/273577693/;Москва;sale;flat;5;12;1;35.0;12650000;Сокольники;Короленко;Сокольники;;;
Level Group;https://www.cian.ru/sale/flat/284889209/;Москва;sale;flat;3;26;1;33.6;12660882;Нагатино-Садовники;1-й Нагатина кв-л;Нагатинская;Левел Нагатинская ЖК;;
Монолит Столица;https://www.cian.ru/sale/flat/283191981/;Москва;sale;flat;14;16;1;36.4;12690000;Котловка;Нахимовский проспект;Нахимовский проспект;;;
ПИК;https://www.cian.ru/sale/flat/279592186/;Москва;sale;flat;16;21;1;35.92;12787520;Очаково-Матвеевское;Очаковское шоссе;Аминьевская;Vangarden;;
ПИК;https://www.cian.ru/sale/flat/280530716/;Москва;sale;flat;10;14;1;36.4;12772760;Бутырский;;Бутырская;Руставели 14 ЖК;;
ПИК;https://www.cian.ru/sale/flat/284914907/;Москва;sale;flat;29;33;1;36.2;12894440;Бутырский;к2.8;Бутырская;Руставели 14 ЖК;;
ПИК;https://www.cian.ru/sale/flat/281618377/;Москва;sale;flat;31;33;1;43.0;12788200;Очаково-Матвеевское;;Аминьевская;Большая Очаковская 2 ЖК;;
На Петровке;https://www.cian.ru/sale/flat/275094760/;Москва;sale;flat;22;23;1;40.6;12889000;Щукино;Расплетина;Октябрьское поле;Октябрьское поле;;
ID 31193098;https://www.cian.ru/sale/flat/283998386/;Москва;sale;flat;9;18;1;38.4;12750000;Войковский;Нарвская;Водный стадион;;;
КРОСТ;https://www.cian.ru/sale/flat/278559505/;Москва;sale;flat;3;21;1;47.1;12905400;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Gold;;
One Moscow;https://www.cian.ru/sale/flat/284438010/;Москва;sale;flat;6;57;1;34.1;12900000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers;;
Антон Скоцеляс;https://www.cian.ru/sale/flat/274267031/;Москва;sale;flat;8;9;1;32.1;12990000;Сокол;Алабяна;Панфиловская;;;
ID 20872508;https://www.cian.ru/sale/flat/284372073/;Москва;sale;flat;8;16;1;38.3;12950000;Люблино;Совхозная;Люблино;Атмосфера;;
ID 457555;https://www.cian.ru/sale/flat/285028786/;Москва;sale;flat;3;14;1;27.02;12950000;Раменки;;Минская;Вест Гарден ЖК;;
ПИК;https://www.cian.ru/sale/flat/281668749/;Москва;sale;flat;15;21;1;37.9;13037600;Очаково-Матвеевское;Очаковское шоссе;Аминьевская;Vangarden;;
METRAGE;https://www.cian.ru/sale/flat/285278087/;Москва;sale;flat;16;18;1;35.9;13000000;;;Прокшино;;;
ФСК Агент;https://www.cian.ru/sale/flat/280501703/;Москва;sale;flat;38;46;1;30.0;13000000;Обручевский;Академика Волгина;Калужская;Архитектор;;
RED;https://www.cian.ru/sale/flat/284801001/;Москва;sale;flat;14;20;1;38.0;13000000;Солнцево;Производственная;Солнцево;Лучи;;
Самолет Плюс Москва;https://www.cian.ru/sale/flat/285239472/;Москва;sale;flat;14;25;1;38.5;13200000;Марфино;Академика Королева;Телецентр;;;
ПИК;https://www.cian.ru/sale/flat/280821001/;Москва;sale;flat;3;26;1;38.9;13227244;Лефортово;Юго-Восточный ао;Лефортово;Красноказарменная 15 ЖК;;
Навигатор недвижимости;https://www.cian.ru/sale/flat/285243285/;Москва;sale;flat;2;5;1;43.7;13200000;Ростокино;Сельскохозяйственная;Ботанический сад;;;
Этажи Москва;https://www.cian.ru/sale/flat/273868579/;Москва;sale;flat;26;30;1;34.0;13200000;Южнопортовый;Волгоградский проспект;Волгоградский проспект;Метрополия;;
ID 50669597;https://www.cian.ru/sale/flat/284050000/;Москва;sale;flat;14;25;1;38.5;13200000;Марфино;Академика Королева;Улица Милашенкова;;;
ID 12560184;https://www.cian.ru/sale/flat/281414731/;Москва;sale;flat;5;10;1;41.0;13299999;;;Рассказовка;;;
ПИК;https://www.cian.ru/sale/flat/282449562/;Москва;sale;flat;4;32;1;35.3;13380959;Филевский парк;;Багратионовская;Барклая 6 ЖК;;
ПИК;https://www.cian.ru/sale/flat/281865188/;Москва;sale;flat;9;26;1;39.7;13384934;Лефортово;Юго-Восточный ао;Лефортово;Красноказарменная 15 ЖК;;
Юрий Луизо;https://www.cian.ru/sale/flat/282789594/;Москва;sale;flat;12;13;1;41.6;13350000;Покровское-Стрешнево;Волоколамское шоссе;Спартак;Holland park;;
ОГРК;https://www.cian.ru/sale/flat/284401242/;Москва;sale;flat;3;11;1;40.1;13500000;Зюзино;Одесская;Каховская;;;
КРОСТ;https://www.cian.ru/sale/flat/284540937/;Москва;sale;flat;13;21;1;37.1;13467300;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Gold;;
МИЦ;https://www.cian.ru/sale/flat/283877371/;Москва;sale;flat;2;21;1;37.3;13467553;Хорошево-Мневники;3-я Хорошевская;Зорге;Вереск;;
ОЛ ИНКЛЮЗИВ;https://www.cian.ru/sale/flat/284393518/;Москва;sale;flat;7;22;1;42.0;13500000;Останкинский;Сельскохозяйственная;Ботанический сад;Green park;;
Century 21 Level;https://www.cian.ru/sale/flat/283964234/;Москва;sale;flat;16;17;1;37.2;13500000;Раменки;Раменки;Раменки;;;
EstateLiga;https://www.cian.ru/sale/flat/285053361/;Москва;sale;flat;6;14;1;34.4;13500000;Богородское;Тюменский проезд;Бульвар Рокоссовского;Преображение;;
Авеню-Мск;https://www.cian.ru/sale/flat/282540006/;Москва;sale;flat;7;38;1;36.0;13500000;Бутырский;Новодмитровская;Дмитровская;Савеловский Сити;;
ID 25556;https://www.cian.ru/sale/flat/283955965/;Москва;sale;flat;7;20;1;48.1;13500000;Покровское-Стрешнево;Северо-Западный ао;Трикотажная;Сити Бэй ЖК;;
Моментум 24;https://www.cian.ru/sale/flat/270850795/;Москва;sale;flat;2;44;1;37.5;13400000;Западное Дегунино;Ильменский проезд;Верхние Лихоборы;Селигер Сити;;
Монолит Столица;https://www.cian.ru/sale/flat/264542768/;Москва;sale;flat;10;26;1;42.5;13400000;Западное Дегунино;Дмитровское шоссе;Верхние Лихоборы;Тринити;;
АЛЛАДИН;https://www.cian.ru/sale/flat/284904126/;Москва;sale;flat;2;21;1;41.1;13648329;Сокольники;Сокольнический Вал;Рижская;Резиденция Сокольники;;
ПИК;https://www.cian.ru/sale/flat/270794068/;Москва;sale;flat;6;32;1;38.2;13587740;Головинский;Кронштадтский бульвар;Водный стадион;Кронштадтский 9;;
Пионер;https://www.cian.ru/sale/flat/283684643/;Москва;sale;flat;24;24;1;31.49;13559354;Москворечье-Сабурово;;Варшавская;Лайф Варшавская ЖК;;
SILVER CITY GROUP;https://www.cian.ru/sale/flat/282790321/;Москва;sale;flat;49;58;1;31.6;13600000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers;;
ID 12952357;https://www.cian.ru/sale/flat/278775753/;Москва;sale;flat;7;12;1;36.4;13700000;Южнопортовый;Крутицкий Вал;Пролетарская;;;
КРОСТ;https://www.cian.ru/sale/flat/278252060/;Москва;sale;flat;11;21;1;48.5;13871000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Gold;;
ПИК;https://www.cian.ru/sale/flat/275289326/;Москва;sale;flat;3;14;1;40.75;13821096;Останкинский;;Отрадное;Грин Парк ЖК;;
МИЭЛЬ;https://www.cian.ru/sale/flat/282349176/;Москва;sale;flat;31;32;1;41.1;13900000;Очаково-Матвеевское;Большая Очаковская;Аминьевская;Большая Очаковская 2;;
