author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
ASTERUS;https://www.cian.ru/sale/flat/285941062/;Москва;sale;flat;-1;-1;-1;202.0;16172500;Покровское-Стрешнево;;Тушинская;Алиа ЖК
ID 47839191;https://www.cian.ru/sale/flat/286349330/;Москва;sale;flat;12;12;1;35.1;14300000;Пресненский;Шелепихинская набережная;Шелепиха;
VOSHOD;https://www.cian.ru/sale/flat/285674285/;Москва;sale;flat;-1;-1;-1;202.0;35476610;Филевский парк;Василисы Кожиной;Филёвский парк;AHEAD
Группа Эталон;https://www.cian.ru/sale/flat/284036880/;Москва;sale;flat;8;19;1;41.1;20745696;Замоскворечье;;Павелецкая;Воксхолл ЖК
Capital Group;https://www.cian.ru/sale/flat/283760254/;Москва;sale;flat;11;18;1;60.4;54964000;Дорогомилово;;Киевская;Бадаевский ЖК
MR Group;https://www.cian.ru/sale/flat/283383880/;Москва;sale;flat;-1;-1;-1;202.0;10779320;Западное Дегунино;Северный ао;Селигерская;Селигер Сити ЖК
Wainbridge;https://www.cian.ru/sale/flat/280811118/;Москва;sale;flat;13;20;1;43.61;20000000;Левобережный;Ленинградское шоссе;Беломорская;Aquatoria
Группа Эталон;https://www.cian.ru/sale/flat/284037955/;Москва;sale;flat;4;11;1;41.5;16666596;Даниловский;;Технопарк;Шагал ЖК
3S Group;https://www.cian.ru/sale/flat/286088662/;Москва;sale;flat;6;29;1;31.25;10937500;Богородское;Открытое шоссе;Бульвар Рокоссовского;Талисман на Рокоссовского
Хлебозавод 9;https://www.cian.ru/sale/flat/278751117/;Москва;sale;flat;2;3;1;33.3;9324000;Преображенское;Электрозаводская;Преображенская площадь;Апартаменты Берег Яузы
Whitewill;https://www.cian.ru/sale/flat/285085456/;Москва;sale;flat;12;24;1;40.8;19900000;Хорошевский;Хорошевское шоссе;Полежаевская;Династия
ID 13102973;https://www.cian.ru/sale/flat/280927100/;Москва;sale;flat;4;36;1;47.0;27500000;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
ПИК;https://www.cian.ru/sale/flat/286153782/;Москва;sale;flat;2;17;1;32.3;6536486;;;Щербинка;
ID 59161300;https://www.cian.ru/sale/flat/283356372/;Москва;sale;flat;2;13;1;25.0;11500000;Пресненский;Зоологическая;Белорусская;
МИЦ;https://www.cian.ru/sale/flat/286216246/;Москва;sale;flat;-1;-1;-1;202.0;5314932;;;Филатов Луг;
Светлана Харина;https://www.cian.ru/sale/flat/283822590/;Москва;sale;flat;2;13;1;23.0;11600000;Пресненский;Зоологическая;Краснопресненская;
МИЦ;https://www.cian.ru/sale/flat/286215562/;Москва;sale;flat;8;13;1;37.22;10109696;Марьина роща;Октябрьская;Марьина роща;Сити-комплекс MirrorЗдание
Аврора Проперти;https://www.cian.ru/sale/flat/285605826/;Москва;sale;flat;5;6;1;20.3;14950000;Арбат;Большая Молчановка;Арбатская;
ПИК;https://www.cian.ru/sale/flat/284814251/;Москва;sale;flat;3;33;1;32.3;7587657;Царицыно;Кавказский бульвар;Кантемировская;Кавказский бульвар 51
Whitewill Москва-Сити;https://www.cian.ru/sale/flat/283347338/;Москва;sale;flat;26;67;1;72.0;43000000;Пресненский;1-й Красногвардейский проезд;Деловой центр;NEVA TOWERS
МИЦ;https://www.cian.ru/sale/flat/286215977/;Москва;sale;flat;-1;-1;-1;202.0;8132574;Митино;Пятницкое шоссе;Пятницкое шоссе;Сити-комплекс Перец
Whitewill Москва-Сити;https://www.cian.ru/sale/flat/280128397/;Москва;sale;flat;37;86;1;170.0;115000000;Пресненский;1-й Красногвардейский проезд;Международная;МФК ОКО
МИЦ;https://www.cian.ru/sale/flat/286216135/;Москва;sale;flat;-1;-1;-1;202.0;5903604;;;Филатов Луг;
Этажи Москва;https://www.cian.ru/sale/flat/273315696/;Москва;sale;flat;6;29;1;30.7;18200000;Хорошево-Мневники;;Хорошёво;Сидней Сити ЖК
OPN PARTNER;https://www.cian.ru/sale/flat/284905862/;Москва;sale;flat;6;22;1;42.0;19490000;Свиблово;Сельскохозяйственная;Ботанический сад;LIFE-Ботанический сад
ДСК-1;https://www.cian.ru/sale/flat/276594440/;Москва;sale;flat;-1;-1;-1;202.0;8277688;Молжаниновский;Ленинградское шоссе;Водники;Первый Ленинградский
Cristall Realty;https://www.cian.ru/sale/flat/286330210/;Москва;sale;flat;28;35;1;36.6;16000000;Раменки;Мосфильмовская;Аминьевская;Огни
БСК-Санкт-Петербург;https://www.cian.ru/sale/flat/283737234/;Москва;sale;flat;11;13;1;77.6;59900000;Арбат;Новый Арбат;Смоленская;Звёзды Арбата
МИЦ;https://www.cian.ru/sale/flat/286216246/;Москва;sale;flat;-1;-1;-1;202.0;5330871;;;Филатов Луг;
ПРОГРЕСС;https://www.cian.ru/sale/flat/283847182/;Москва;sale;flat;12;18;1;27.5;9061668;Щукино;Большой Волоколамский проезд;Стрешнево;Комплекс апартаментов B’aires
MadeState;https://www.cian.ru/sale/flat/285680783/;Москва;sale;flat;17;51;3;120.0;40000000;Обручевский;Ленинский проспект;Новаторская;Well House на Ленинском
ANT Development;https://www.cian.ru/sale/flat/283856103/;Москва;sale;flat;10;32;3;85.7;100912521;Дорогомилово;Поклонная;Парк Победы;Поклонная 9
ID 18421437;https://www.cian.ru/sale/flat/284934166/;Москва;sale;flat;5;9;3;95.0;90000000;Тверской;Большой Каретный переулок;Цветной бульвар;Каретный плаза
СТАТУС;https://www.cian.ru/sale/flat/279551767/;Москва;sale;flat;5;5;3;178.8;72950400;Мещанский;переулок Печатников;Трубная;
Группа Эталон;https://www.cian.ru/sale/flat/284037084/;Москва;sale;flat;12;17;3;80.2;27904792;Даниловский;бульвар Павла Филонова;ЗИЛ;Shagal
Аеон-Девелопмент;https://www.cian.ru/sale/flat/275072281/;Москва;sale;flat;-1;-1;-1;202.0;44904603;Дорогомилово;Кутузовский проезд;Фили;River Park Towers Кутузовский
Sminex-Интеко;https://www.cian.ru/sale/flat/281686978/;Москва;sale;flat;3;6;3;123.8;233080000;Басманный;Потаповский переулок;Чистые пруды;Чистые Пруды
ID 95878533;https://www.cian.ru/sale/flat/285271117/;Москва;sale;flat;18;20;3;56.0;23000000;Филевский парк;Большая Филевская;Фили;Западный порт
VESPER;https://www.cian.ru/sale/flat/284298986/;Москва;sale;flat;-1;-1;-1;3.0;184440000;Пресненский;2-я Звенигородская;Улица 1905 года;Lucky
ID 101643992;https://www.cian.ru/sale/flat/285766090/;Москва;sale;flat;14;25;3;94.0;29900000;Крылатское;Рублевское шоссе;Крылатское;Крылатский
Донстрой;https://www.cian.ru/sale/flat/285255190/;Москва;sale;flat;10;21;3;121.0;55817300;Хорошево-Мневники;Жилой комплекс остров;Терехово ;Остров
КВАРТА-18;https://www.cian.ru/sale/flat/279325943/;Москва;sale;flat;5;6;3;63.9;39999521;Тверской;Тверская;Чеховская;
MR Group;https://www.cian.ru/sale/flat/273739942/;Москва;sale;flat;22;41;3;97.8;62419916;Раменки;1-й Сетуньский проезд;Лужники;Hide
ID 50971895;https://www.cian.ru/sale/flat/283106501/;Москва;sale;flat;2;7;3;111.1;103000000;Хамовники;2-й Обыденский переулок;Кропоткинская;
Пионер;https://www.cian.ru/sale/flat/280755808/;Москва;sale;flat;14;24;3;120.0;68056320;Даниловский;;Павелецкая;Хай Лайф ЖК
Century 21 Premium Property;https://www.cian.ru/sale/flat/282915444/;Москва;sale;flat;22;25;3;120.0;44000000;Раменки;Янковского;Аминьевская;Событие
MR Group;https://www.cian.ru/sale/flat/284647787/;Москва;sale;flat;42;42;3;99.1;48905850;Филевский парк;Багратионовский проезд;Фили;Filicity
Славянский Двор Остоженка;https://www.cian.ru/sale/flat/285681868/;Москва;sale;flat;9;10;3;148.0;190000000;Хамовники;Бурденко;Парк Культуры;Дом на Бурденко
Absolute Premium;https://www.cian.ru/sale/flat/285441828/;Москва;sale;flat;10;17;3;122.2;91186000;Хамовники;Лужнецкая набережная;Воробьёвы горы;Luzhniki Collection
ID 99139737;https://www.cian.ru/sale/flat/284214823/;Москва;sale;flat;34;34;3;95.8;57800000;Войковский;;Водный стадион;Невский ЖК
Пионер;https://www.cian.ru/sale/flat/279362239/;Москва;sale;flat;5;11;3;85.3;61652366;Даниловский;Дербеневская;Павелецкая;OPUS
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/285078074/;Москва;sale;flat;4;8;3;100.6;163008999;Хамовники;Льва Толстого;Парк Культуры;Литератор
Sminex-Интеко;https://www.cian.ru/sale/flat/281914892/;Москва;sale;flat;2;5;2;54.77;109130000;Тверской;;Площадь Революции;Ильинка 3/8 ЖК
Кварта-ПИК БРОКЕР;https://www.cian.ru/sale/flat/266941205/;Москва;sale;flat;1;8;2;69.5;14809000;Сокол;Ленинградское шоссе;Сокол;
СТАТУС;https://www.cian.ru/sale/flat/286166364/;Москва;sale;flat;4;45;2;79.7;15218715;Бирюлево Восточное;Михневская;Царицыно;Загорье
MR Group;https://www.cian.ru/sale/flat/285682442/;Москва;sale;flat;4;15;2;68.0;39287135;Беговой;Северный ао;Белорусская;Слава ЖК
ID 48136101;https://www.cian.ru/sale/flat/286252293/;Москва;sale;flat;9;24;2;68.5;31500000;Фили-Давыдково;Кастанаевская;Кунцевская;Shome
Людмила Галандина;https://www.cian.ru/sale/flat/269363103/;Москва;sale;flat;24;78;2;62.0;46000000;Пресненский;1-й Красногвардейский проезд;Тестовская;NEVA TOWERS
MR Group;https://www.cian.ru/sale/flat/268828636/;Москва;sale;flat;-1;-1;-1;202.0;43096560;Раменки;1-й Сетуньский проезд;Воробьёвы горы;Hide
ID 6480646;https://www.cian.ru/sale/flat/279516897/;Москва;sale;flat;8;44;2;70.2;44000000;Пресненский;Ходынская;Улица 1905 года;Пресня Сити
Аеон-Девелопмент;https://www.cian.ru/sale/flat/280707243/;Москва;sale;flat;13;46;2;78.1;63164699;Дорогомилово;Кутузовский проезд;Фили;River Park Towers Кутузовский
CENTURY 21;https://www.cian.ru/sale/flat/285035419/;Москва;sale;flat;9;24;2;68.5;31500000;Фили-Давыдково;Кастанаевская;Кунцевская;Shome
White and Broughton;https://www.cian.ru/sale/flat/275873293/;Москва;sale;flat;17;41;2;47.6;32100000;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
